PreyGene;WT_NC;WT_S;WT_FCS;G12_NC ;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
MAGI3;0;0;0;0;0;0;0;0;0;0;0;0
NDRG3;0;0;0;0;0;0;0;0;0;0;0;0
TBC1D9B;0;0;0;0;0;0;0;0;0;0;0;0
TWF2;0;0;0;0;0;0;0;0;0;0;0;0
DHX57;0;0;0;0;0;0;0;0;0;0;0;0
ULK3;0;0;0;0;0;0;0;0;0;0;0;0
BRAT1;0;0;0;0;0;0;0;0;0;0;0;0
RICTOR;0;0;0;0;0;0;0;0;0;0;0;0
CSPG4;0;0;0;0;0;0;0;0;0;0;0;0
RUFY3;0;0;0;0;0;0;0;0;0;0;0;0
MEPCE;0;0;0;0;0;0;0;0;0;0;0;0
TRMT1L;0;0;0;0;0;0;0;0;0;0;0;0
C14orf80;0;0;0;0;0;0;0;0;0;0;0;0
TADA2B;0;0;0;0;0;0;0;0;0;0;0;0
NAA40;0;0;0;0;0;0;0;0;0;0;0;0
DDX51;0;0;0;0;0;0;0;0;0;0;0;0
TXNDC5;0;0;0;0;0;0;0;0;0;0;0;0
SLC30A7;0;0;0;0;0;0;0;0;0;0;0;0
FBXO22;0;0;0;0;0;0;0;0;0;0;0;0
TOR1AIP2;0;0;0;0;0;0;0;0;0;0;0;0
NEDD1;0;0;0;0;0;0;0;0;0;0;0;0
BRIX1;0;0;0;0;0;0;0;0;0;0;0;0
LPGAT1;0;0;0;0;0;0;0;0;0;0;0;0
HIST1H2AC;0;0;0;0;0;0;0;0;0;0;0;0
ZNF622;0;0;0;0;0;0;0;0;0;0;0;0
TBRG4;0;0;0;0;0;0;0;0;0;0;0;0
SPDL1;0;0;0;0;0;0;0;0;0;0;0;0
FBXO17;0;0;0;0;0;0;0;0;0;0;0;0
RNF31;0;0;0;0;0;0;0;0;0;0;0;0
TOE1;0;0;0;0;0;0;0;0;0;0;0;0
SLC35E1;0;0;0;0;0;0;0;0;0;0;0;0
PRRC1;0;0;0;0;0;0;0;0;0;0;0;0
PASK;0;0;0;0;0;0;0;0;0;0;0;0
RANBP9;0;0;0;0;0;0;0;0;0;0;0;0
DNAJC2;0;0;0;0;0;0;0;0;0;0;0;0
NAP1L4;0;0;0;0;0;0;0;0;0;0;0;0
ELAC2;0;0;0;0;0;0;0;0;0;0;0;0
DDX23;0;0;0;0;0;0;0;0;0;0;0;0
PBDC1;0;0;0;0;0;0;0;0;0;0;0;0
UTP14A;0;0;0;0;0;0;0;0;0;0;0;0
OSBPL10;0;0;0;0;0;0;0;0;0;0;0;0
CECR5;0;0;0;0;0;0;0;0;0;0;0;0
ASPSCR1;0;0;0;0;0;0;0;0;0;0;0;0
CEP44;0;0;0;0;0;0;0;0;0;0;0;0
EGLN1;0;0;0;0;0;0;0;0;0;0;0;0
NOL6;0;0;0;0;0;0;0;0;0;0;0;0
C2orf44;0;0;0;0;0;0;0;0;0;0;0;0
MVB12B;0;0;0;0;0;0;0;0;0;0;0;0
NOL11;0;0;0;0;0;0;0;0;0;0;0;0
HMG20A;0;0;0;0;0;0;0;0;0;0;0;0
AASDHPPT;0;0;0;0;0;0;0;0;0;0;0;0
DNAJC11;0;0;0;0;0;0;0;0;0;0;0;0
ARL8B;0;0;0;0;0;0;0;0;0;0;0;0
UCKL1;0;0;0;0;0;0;0;0;0;0;0;0
HSPBP1;0;0;0;0;0;0;0;0;0;0;0;0
KIAA1468;0;0;0;0;0;0;0;0;0;0;0;0
DHCR7;0;0;0;0;0;0;0;0;0;0;0;0
VPS51;0;0;0;0;0;0;0;0;0;0;0;0
BAZ1B;0;0;0;0;0;0;0;0;0;0;0;0
ANAPC5;0;0;0;0;0;0;0;0;0;0;0;0
GGA2;0;0;0;0;0;0;0;0;0;0;0;0
MCTS1;0;0;0;0;0;0;0;0;0;0;0;0
ANKRD50;0;0;0;0;0;0;0;0;0;0;0;0
PRR12;0;0;0;0;0;0;0;0;0;0;0;0
AKAP8L;0;0;0;0;0;0;0;0;0;0;0;0
SCML1;0;0;0;0;0;0;0;0;0;0;0;0
WDR3;0;0;0;0;0;0;0;0;0;0;0;0
SSX2IP;0;0;0;0;0;0;0;0;0;0;0;0
INPP5F;0;0;0;0;0;0;0;0;0;0;0;0
POLDIP2;0;0;0;0;0;0;0;0;0;0;0;0
SF3B6;0;0;0;0;0;0;0;0;0;0;0;0
TCAF1;0;0;0;0;0;0;0;0;0;0;0;0
UTP18;0;0;0;0;0;0;0;0;0;0;0;0
SNX5;0;0;0;0;0;0;0;0;0;0;0;0
CPQ;0;0;0;0;0;0;0;0;0;0;0;0
MTCH2;0;0;0;0;0;0;0;0;0;0;0;0
VPS45;0;0;0;0;0;0;0;0;0;0;0;0
KIAA1524;0;0;0;0;0;0;0;0;0;0;0;0
ATP1A2;0;0;0;0;0;0;0;0;0;0;0;0
PALM2-AKAP2;0;0;0;0;0;0;0;0;0;0;0;0
SEPT6;0;0;0;0;0;0;0;0;0;0;0;0
MZT2B;0;0;0;0;0;0;0;0;0;0;0;0
OXA1L;0;0;0;0;0;0;0;0;0;0;0;0
POLR2H;0;0;0;0;0;0;0;0;0;0;0;0
CYB5B;0;0;0;0;0;0;0;0;0;0;0;0
IBTK;0;0;0;0;0;0;0;0;0;0;0;0
CSTF2;0;0;0;0;0;0;0;0;0;0;0;0
MTMR9;0;0;0;0;0;0;0;0;0;0;0;0
C12orf57;0;0;0;0;0;0;0;0;0;0;0;0
KRT19;0;0;0;0;0;0;0;0;0;0;0;0
KPNA4;0;0;0;0;0;0;0;0;0;0;0;0
IPO8;0;0;0;0;0;0;0;0;0;0;0;0
ZFYVE9;0;0;0;0;0;0;0;0;0;0;0;0
BPNT1;0;0;0;0;0;0;0;0;0;0;0;0
MOCS2;0;0;0;0;0;0;0;0;0;0;0;0
SSB;0;0;0;0;0;0;0;0;0;0;0;0
HMGB1;0;0;0;0;0;0;0;0;0;0;0;0
RPA2;0;0;0;0;0;0;0;0;0;0;0;0
BTF3;0;0;0;0;0;0;0;0;0;0;0;0
PRDX5;0;0;0;0;0;0;0;0;0;0;0;0
CASP14;0;0;0;0;0;0;0;0;0;0;0;0
SRP14;0;0;0;0;0;0;0;0;0;0;0;0
ANP32A;0;0;0;0;0;0;0;0;0;0;0;0
GNPDA1;0;0;0;0;0;0;0;0;0;0;0;0
YARS;0;0;0;0;0;0;0;0;0;0;0;0
ATP5I;0;0;0;0;0;0;0;0;0;0;0;0
PDE4D;0;0;0;0;0;0;0;0;0;0;0;0
TRIM26;0;0;0;0;0;0;0;0;0;0;0;0
TAF10;0;0;0;0;0;0;0;0;0;0;0;0
RARS2;0;0;0;0;0;0;0;0;0;0;0;0
TTBK1;0;0;0;0;0;0;0;0;0;0;0;0
TOM1L2;0;0;0;0;0;0;0;0;0;0;0;0
TMEM55B;0;0;0;0;0;0;0;0;0;0;0;0
PNPLA6;0;0;0;0;0;0;0;0;0;0;0;0
GEMIN6;0;0;0;0;0;0;0;0;0;0;0;0
SERPINB12;0;0;0;0;0;0;0;0;0;0;0;0
RIOK1;0;0;0;0;0;0;0;0;0;0;0;0
HAUS8;0;0;0;0;0;0;0;0;0;0;0;0
EPB41L4B;0;0;0;0;0;0;0;0;0;0;0;0
CWC22;0;0;0;0;0;0;0;0;0;0;0;0
PHPT1;0;0;0;0;0;0;0;0;0;0;0;0
LANCL2;0;0;0;0;0;0;0;0;0;0;0;0
SUN2;0;0;0;0;0;0;0;0;0;0;0;0
ATAD5;0;0;0;0;0;0;0;0;0;0;0;0
PSMD1;0;0;0;0;0;0;0;0;0;0;0;0
CDH4;0;0;0;0;0;0;0;0;0;0;0;0
OTUD5;0;0;0;0;0;0;0;0;0;0;0;0
FAM21A;0;0;0;0;0;0;0;0;0;0;0;0
C21orf33;0;0;0;0;0;0;0;0;0;0;0;0
WDR18;0;0;0;0;0;0;0;0;0;0;0;0
PITPNB;0;0;0;0;0;0;0;0;0;0;0;0
ARPC4;0;0;0;0;0;0;0;0;0;0;0;0
SET;0;0;0;0;0;0;0;0;0;0;0;0
SRCAP;0;0;0;0;0;0;0;0;0;0;0;0
ARID1A;0;0;0;0;0;0;0;0;0;0;0;0
RALGAPA1;0;0;0;0;0;0;0;0;0;0;0;0
CTSD;0;0;0;0;0;0;0;0;0;0;0;0
NUDT19;0;0;0;0;0;0;0;0;0;0;0;0
FAM50A;0;0;0;0;0;0;0;0;0;0;0;0
NDUFS1;0;0;0;0;0;0;0;0;0;0;0;0
GPR89A;0;0;0;0;0;0;0;0;0;0;0;0
PTMA;0;0;0;0;0;0;0;0;0;0;0;0
STAMBP;0;0;0;0;0;0;0;0;0;0;0;0
COPS3;0;0;0;0;0;0;0;0;0;0;0;0
AKR1B1;0;0;0;0;0;0;0;0;0;0;0;0
PYGL;0;0;0;0;0;0;0;0;0;0;0;0
NDUFS8;0;0;0;0;0;0;0;0;0;0;0;0
MAP4K3;0;0;0;0;0;0;0;0;0;0;0;0
PMPCB;0;0;0;0;0;0;0;0;0;0;0;0
SNRPA1;0;0;0;0;0;0;0;0;0;0;0;0
CRK;0;0;0;0;0;0;0;0;0;0;0;0
DCXR;0;0;0;0;0;0;0;0;0;0;0;0
RAD51C;0;0;0;0;0;0;0;0;0;0;0;0
MRPS7;0;0;0;0;0;0;0;0;0;0;0;0
PSMD12;0;0;0;0;0;0;0;0;0;0;0;0
DVL1;0;0;0;0;0;0;0;0;0;0;0;0
EEF1E1;0;0;0;0;0;0;0;0;0;0;0;0
RAD21;0;0;0;0;0;0;0;0;0;0;0;0
LCMT2;0;0;0;0;0;0;0;0;0;0;0;0
ACSL4;0;0;0;0;0;0;0;0;0;0;0;0
RNGTT;0;0;0;0;0;0;0;0;0;0;0;0
WDR1;0;0;0;0;0;0;0;0;0;0;0;0
PPFIA3;0;0;0;0;0;0;0;0;0;0;0;0
H2AFY;0;0;0;0;0;0;0;0;0;0;0;0
HEXIM1;0;0;0;0;0;0;0;0;0;0;0;0
CAT;0;0;0;0;0;0;0;0;0;0;0;0
HMGN2;0;0;0;0;0;0;0;0;0;0;0;0
LTA4H;0;0;0;0;0;0;0;0;0;0;0;0
UQCRFS1;0;0;0;0;0;0;0;0;0;0;0;0
TOP1;0;0;0;0;0;0;0;0;0;0;0;0
LAMP2;0;0;0;0;0;0;0;0;0;0;0;0
AKR1A1;0;0;0;0;0;0;0;0;0;0;0;0
RCC1;0;0;0;0;0;0;0;0;0;0;0;0
PTMS;0;0;0;0;0;0;0;0;0;0;0;0
PTPN3;0;0;0;0;0;0;0;0;0;0;0;0
HMGB2;0;0;0;0;0;0;0;0;0;0;0;0
AK4;0;0;0;0;0;0;0;0;0;0;0;0
APEX1;0;0;0;0;0;0;0;0;0;0;0;0
CALR;0;0;0;0;0;0;0;0;0;0;0;0
ECHS1;0;0;0;0;0;0;0;0;0;0;0;0
CETN2;0;0;0;0;0;0;0;0;0;0;0;0
NOP2;0;0;0;0;0;0;0;0;0;0;0;0
CENPF;0;0;0;0;0;0;0;0;0;0;0;0
MCM2;0;0;0;0;0;0;0;0;0;0;0;0
NUP98;0;0;0;0;0;0;0;0;0;0;0;0
CTBP2;0;0;0;0;0;0;0;0;0;0;0;0
WDR5;0;0;0;0;0;0;0;0;0;0;0;0
RPS21;0;0;0;0;0;0;0;0;0;0;0;0
CSNK2B;0;0;0;0;0;0;0;0;0;0;0;0
EXOSC10;0;0;0;0;0;0;0;0;0;0;0;0
LMNB2;0;0;0;0;0;0;0;0;0;0;0;0
CEBPZ;0;0;0;0;0;0;0;0;0;0;0;0
SSBP1;0;0;0;0;0;0;0;0;0;0;0;0
ASPH;0;0;0;0;0;0;0;0;0;0;0;0
CALCOCO2;0;0;0;0;0;0;0;0;0;0;0;0
UBE4A;0;0;0;0;0;0;0;0;0;0;0;0
PRPSAP1;0;0;0;0;0;0;0;0;0;0;0;0
RAB39A;0;0;0;0;0;0;0;0;0;0;0;0
PDK3;0;0;0;0;0;0;0;0;0;0;0;0
SF3A1;0;0;0;0;0;0;0;0;0;0;0;0
TST;0;0;0;0;0;0;0;0;0;0;0;0
UBE2S;0;0;0;0;0;0;0;0;0;0;0;0
CDON;0;0;0;0;0;0;0;0;0;0;0;0
KIAA1217;0;0;0;0;0;0;0;0;0;0;0;0
VPS53;0;0;0;0;0;0;0;0;0;0;0;0
LCLAT1;0;0;0;0;0;0;0;0;0;0;0;0
TMTC3;0;0;0;0;0;0;0;0;0;0;0;0
CHD1L;0;0;0;0;0;0;0;0;0;0;0;0
RPS19BP1;0;0;0;0;0;0;0;0;0;0;0;0
DDX42;0;0;0;0;0;0;0;0;0;0;0;0
IRF2BP1;0;0;0;0;0;0;0;0;0;0;0;0
KSR1;0;0;0;0;0;0;0;0;0;0;0;0
STAG2;0;0;0;0;0;0;0;0;0;0;0;0
ABTB2;0;0;0;0;0;0;0;0;0;0;0;0
RDH11;0;0;0;0;0;0;0;0;0;0;0;0
PPIL4;0;0;0;0;0;0;0;0;0;0;0;0
ELMO1;0;0;0;0;0;0;0;0;0;0;0;0
SYMPK;0;0;0;0;0;0;0;0;0;0;0;0
CCDC47;0;0;0;0;0;0;0;0;0;0;0;0
CCDC101;0;0;0;0;0;0;0;0;0;0;0;0
DDRGK1;0;0;0;0;0;0;0;0;0;0;0;0
FBXL18;0;0;0;0;0;0;0;0;0;0;0;0
SFXN2;0;0;0;0;0;0;0;0;0;0;0;0
SEC62;0;0;0;0;0;0;0;0;0;0;0;0
CPPED1;0;0;0;0;0;0;0;0;0;0;0;0
ERP44;0;0;0;0;0;0;0;0;0;0;0;0
ALG1;0;0;0;0;0;0;0;0;0;0;0;0
HGH1;0;0;0;0;0;0;0;0;0;0;0;0
JAM3;0;0;0;0;0;0;0;0;0;0;0;0
CHMP4B;0;0;0;0;0;0;0;0;0;0;0;0
HAUS4;0;0;0;0;0;0;0;0;0;0;0;0
NRDE2;0;0;0;0;0;0;0;0;0;0;0;0
ARMT1;0;0;0;0;0;0;0;0;0;0;0;0
ABCB10;0;0;0;0;0;0;0;0;0;0;0;0
PDS5B;0;0;0;0;0;0;0;0;0;0;0;0
PIH1D1;0;0;0;0;0;0;0;0;0;0;0;0
SMPD4;0;0;0;0;0;0;0;0;0;0;0;0
HECA;0;0;0;0;0;0;0;0;0;0;0;0
PALD1;0;0;0;0;0;0;0;0;0;0;0;0
SUFU;0;0;0;0;0;0;0;0;0;0;0;0
THRAP3;0;0;0;0;0;0;0;0;0;0;0;0
WBP11;0;0;0;0;0;0;0;0;0;0;0;0
LSM2;0;0;0;0;0;0;0;0;0;0;0;0
TLN2;0;0;0;0;0;0;0;0;0;0;0;0
SUPT16H;0;0;0;0;0;0;0;0;0;0;0;0
MAGED1;0;0;0;0;0;0;0;0;0;0;0;0
TPD52L2;0;0;0;0;0;0;0;0;0;0;0;0
GPS1;0;0;0;0;0;0;0;0;0;0;0;0
ALDH7A1;0;0;0;0;0;0;0;0;0;0;0;0
LSM8;0;0;0;0;0;0;0;0;0;0;0;0
MPI;0;0;0;0;0;0;0;0;0;0;0;0
MLEC;0;0;0;0;0;0;0;0;0;0;0;0
COX5A;0;0;0;0;0;0;0;0;0;0;0;0
STXBP2;0;0;0;0;0;0;0;0;0;0;0;0
RAB29;0;0;0;0;0;0;0;0;0;0;0;0
PDIA4;0;0;0;0;0;0;0;0;0;0;0;0
ATP5J;0;0;0;0;0;0;0;0;0;0;0;0
ERP29;0;0;0;0;0;0;0;0;0;0;0;0
ATP5D;0;0;0;0;0;0;0;0;0;0;0;0
ACAA2;0;0;0;0;0;0;0;0;0;0;0;0
PSMD7;0;0;0;0;0;0;0;0;0;0;0;0
ACTR2;0;0;0;0;0;0;0;0;0;0;0;0
TBL3;0;0;0;0;0;0;0;0;0;0;0;0
SNW1;0;0;0;0;0;0;0;0;0;0;0;0
INADL;0;0;0;0;0;0;0;0;0;0;0;0
C2orf47;0;0;0;0;0;0;0;0;0;0;0;0
PPP1R13B;0;0;0;0;0;0;0;0;0;0;0;0
PEO1;0;0;0;0;0;0;0;0;0;0;0;0
ECSIT;0;0;0;0;0;0;0;0;0;0;0;0
TXNDC17;0;0;0;0;0;0;0;0;0;0;0;0
ATPIF1;0;0;0;0;0;0;0;0;0;0;0;0
TEX2;0;0;0;0;0;0;0;0;0;0;0;0
CPSF3L;0;0;0;0;0;0;0;0;0;0;0;0
ACAP2;0;0;0;0;0;0;0;0;0;0;0;0
PPAN-P2RY11;0;0;0;0;0;0;0;0;0;0;0;0
NELFA;0;0;0;0;0;0;0;0;0;0;0;0
LAMTOR5;0;0;0;0;0;0;0;0;0;0;0;0
PHF14;0;0;0;0;0;0;0;0;0;0;0;0
OFD1;0;0;0;0;0;0;0;0;0;0;0;0
SMCHD1;0;0;0;0;0;0;0;0;0;0;0;0
SNRPG;0;0;0;0;0;0;0;0;0;0;0;0
BZW2;0;0;0;0;0;0;0;0;0;0;0;0
GBAS;0;0;0;0;0;0;0;0;0;0;0;0
RPL30;0;0;0;0;0;0;0;0;0;0;0;0
CETN3;0;0;0;0;0;0;0;0;0;0;0;0
TACC2;0;0;0;0;0;0;0;0;0;0;0;0
CRMP1;0;0;0;0;0;0;0;0;0;0;0;0
TMEM41B;0;0;0;0;0;0;0;0;0;0;0;0
CPSF7;0;0;0;0;0;0;0;0;0;0;0;0
FKBP11;0;0;0;0;0;0;0;0;0;0;0;0
TROAP;0;0;0;0;0;0;0;0;0;0;0;0
IGF2BP2;0;0;0;0;0;0;0;0;0;0;0;0
CPSF6;0;0;0;0;0;0;0;0;0;0;0;0
API5;0;0;0;0;0;0;0;0;0;0;0;0
BLM;0;0;0;0;0;0;0;0;0;0;0;0
EBNA1BP2;0;0;0;0;0;0;0;0;0;0;0;0
HMOX2;0;0;0;0;0;0;0;0;0;0;0;0
SMAD4;0;0;0;0;0;0;0;0;0;0;0;0
C2CD2L;0;0;0;0;0;0;0;0;0;0;0;0
NKRF;0;0;0;0;0;0;0;0;0;0;0;0
SURF4;0;0;0;0;0;0;0;0;0;0;0;0
SART1;0;0;0;0;0;0;0;0;0;0;0;0
PRKAB2;0;0;0;0;0;0;0;0;0;0;0;0
MED14;0;0;0;0;0;0;0;0;0;0;0;0
PEX14;0;0;0;0;0;0;0;0;0;0;0;0
SURF6;0;0;0;0;0;0;0;0;0;0;0;0
SCAF4;0;0;0;0;0;0;0;0;0;0;0;0
CYC1;0;0;0;0;0;0;0;0;0;0;0;0
DLAT;0;0;0;0;0;0;0;0;0;0;0;0
LAMP1;0;0;0;0;0;0;0;0;0;0;0;0
PRPS2;0;0;0;0;0;0;0;0;0;0;0;0
TPR;0;0;0;0;0;0;0;0;0;0;0;0
SERPINB3;0;0;0;0;0;0;0;0;0;0;0;0
HNRNPH3;0;0;0;0;0;0;0;0;0;0;0;0
COPB2;0;0;0;0;0;0;0;0;0;0;0;0
DLST;0;0;0;0;0;0;0;0;0;0;0;0
PRIM1;0;0;0;0;0;0;0;0;0;0;0;0
PRIM2;0;0;0;0;0;0;0;0;0;0;0;0
YLPM1;0;0;0;0;0;0;0;0;0;0;0;0
VPS41;0;0;0;0;0;0;0;0;0;0;0;0
NDUFA8;0;0;0;0;0;0;0;0;0;0;0;0
YBEY;0;0;0;0;0;0;0;0;0;0;0;0
GNAI1;0;0;0;0;0;0;0;0;0;0;0;0
OCRL;0;0;0;0;0;0;0;0;0;0;0;0
KMT2A;0;0;0;0;0;0;0;0;0;0;0;0
MLLT11;0;0;0;0;0;0;0;0;0;0;0;0
MRPL28;0;0;0;0;0;0;0;0;0;0;0;0
MTA1;0;0;0;0;0;0;0;0;0;0;0;0
GNL2;0;0;0;0;0;0;0;0;0;0;0;0
MORC3;0;0;0;0;0;0;0;0;0;0;0;0
GSE1;0;0;0;0;0;0;0;0;0;0;0;0
EBP;0;0;0;0;0;0;0;0;0;0;0;0
RSU1;0;0;0;0;0;0;0;0;0;0;0;0
SF3A2;0;0;0;0;0;0;0;0;0;0;0;0
TRIP4;0;0;0;0;0;0;0;0;0;0;0;0
PPP2R5E;0;0;0;0;0;0;0;0;0;0;0;0
PARP14;0;0;0;0;0;0;0;0;0;0;0;0
HEATR1;0;0;0;0;0;0;0;0;0;0;0;0
INTS3;0;0;0;0;0;0;0;0;0;0;0;0
ZCCHC8;0;0;0;0;0;0;0;0;0;0;0;0
FAM111B;0;0;0;0;0;0;0;0;0;0;0;0
FIP1L1;0;0;0;0;0;0;0;0;0;0;0;0
VPS13C;0;0;0;0;0;0;0;0;0;0;0;0
BTN2A1;0;0;0;0;0;0;0;0;0;0;0;0
THOC6;0;0;0;0;0;0;0;0;0;0;0;0
LONP2;0;0;0;0;0;0;0;0;0;0;0;0
DCP1B;0;0;0;0;0;0;0;0;0;0;0;0
VPS52;0;0;0;0;0;0;0;0;0;0;0;0
DDX54;0;0;0;0;0;0;0;0;0;0;0;0
PTPMT1;0;0;0;0;0;0;0;0;0;0;0;0
SKA2;0;0;0;0;0;0;0;0;0;0;0;0
PSPC1;0;0;0;0;0;0;0;0;0;0;0;0
DDX12P;0;0;0;0;0;0;0;0;0;0;0;0
SNRNP40;0;0;0;0;0;0;0;0;0;0;0;0
C9orf72;0;0;0;0;0;0;0;0;0;0;0;0
HAUS7;0;0;0;0;0;0;0;0;0;0;0;0
VRK1;0;0;0;0;0;0;0;0;0;0;0;0
TRIM56;0;0;0;0;0;0;0;0;0;0;0;0
SMARCAD1;0;0;0;0;0;0;0;0;0;0;0;0
ALG2;0;0;0;0;0;0;0;0;0;0;0;0
NCKAP5L;0;0;0;0;0;0;0;0;0;0;0;0
KIAA1549;0;0;0;0;0;0;0;0;0;0;0;0
APMAP;0;0;0;0;0;0;0;0;0;0;0;0
TIGAR;0;0;0;0;0;0;0;0;0;0;0;0
IARS2;0;0;0;0;0;0;0;0;0;0;0;0
MTPAP;0;0;0;0;0;0;0;0;0;0;0;0
POLR3B;0;0;0;0;0;0;0;0;0;0;0;0
CFAP97;0;0;0;0;0;0;0;0;0;0;0;0
PNMA2;0;0;0;0;0;0;0;0;0;0;0;0
FNDC3A;0;0;0;0;0;0;0;0;0;0;0;0
ILK;0;0;0;0;0;0;0;0;0;0;0;0
UBA6;0;0;0;0;0;0;0;0;0;0;0;0
DRG2;0;0;0;0;0;0;0;0;0;0;0;0
MTAP;0;0;0;0;0;0;0;0;0;0;0;0
MAP1A;0;0;0;0;0;0;0;0;0;0;0;0
NUP160;0;0;0;0;0;0;0;0;0;0;0;0
MAGOHB;0;0;0;0;0;0;0;0;0;0;0;0
CTAGE5;0;0;0;0;0;0;0;0;0;0;0;0
M6PR;0;0;0;0;0;0;0;0;0;0;0;0
NME3;0;0;0;0;0;0;0;0;0;0;0;0
ZW10;0;0;0;0;0;0;0;0;0;0;0;0
TTC4;0;0;0;0;0;0;0;0;0;0;0;0
PNP;0;0;0;0;0;0;0;0;0;0;0;0
PIP;0;0;0;0;0;0;0;0;0;0;0;0
RPS6KB1;0;0;0;0;0;0;0;0;0;0;0;0
SLC7A1;0;0;0;0;0;0;0;0;0;0;0;0
GDI1;0;0;0;0;0;0;0;0;0;0;0;0
ACADSB;0;0;0;0;0;0;0;0;0;0;0;0
ARF6;0;0;0;0;0;0;0;0;0;0;0;0
PSMD6;0;0;0;0;0;0;0;0;0;0;0;0
PITRM1;0;0;0;0;0;0;0;0;0;0;0;0
EIF3M;0;0;0;0;0;0;0;0;0;0;0;0
CCDC124;0;0;0;0;0;0;0;0;0;0;0;0
FAM89A;0;0;0;0;0;0;0;0;0;0;0;0
OSBPL3;0;0;0;0;0;0;0;0;0;0;0;0
TM9SF3;0;0;0;0;0;0;0;0;0;0;0;0
XPR1;0;0;0;0;0;0;0;0;0;0;0;0
GTF3C4;0;0;0;0;0;0;0;0;0;0;0;0
CNPY2;0;0;0;0;0;0;0;0;0;0;0;0
HSPE1-MOB4;0;0;0;0;0;0;0;0;0;0;0;0
ARFGAP2;0;0;0;0;0;0;0;0;0;0;0;0
PTGES3L-AARSD1;0;0;0;0;0;0;0;0;0;0;0;0
ARHGEF10;0;0;0;0;0;0;0;0;0;0;0;0
IDH3A;0;0;0;0;0;0;0;0;0;0;0;0
MAP2K7;0;0;0;0;0;0;0;0;0;0;0;0
TULP3;0;0;0;0;0;0;0;0;0;0;0;0
SLC5A3;0;0;0;0;0;0;0;0;0;0;0;0
SNRPF;0;0;0;0;0;0;0;0;0;0;0;0
TBC1D1;0;0;0;0;0;0;0;0;0;0;0;0
KATNB1;0;0;0;0;0;0;0;0;0;0;0;0
TNFRSF10D;0;0;0;0;0;0;0;0;0;0;0;0
MAGT1;0;0;0;0;0;0;0;0;0;0;0;0
RALGAPB;0;0;0;0;0;0;0;0;0;0;0;0
MAEA;0;0;0;0;0;0;0;0;0;0;0;0
CDK17;0;0;0;0;0;0;0;0;0;0;0;0
CNOT2;0;0;0;0;0;0;0;0;0;0;0;0
TSC2;0;0;0;0;0;0;0;0;0;0;0;0
CUTA;0;0;0;0;0;0;0;0;0;0;0;0
DNAJC6;0;0;0;0;0;0;0;0;0;0;0;0
SRP19;0;0;0;0;0;0;0;0;0;0;0;0
SLC7A2;0;0;0;0;0;0;0;0;0;0;0;0
ASPM;0;0;0;0;0;0;0;0;0;0;0;0
SLC7A6;0;0;0;0;0;0;0;0;0;0;0;0
CHAMP1;0;0;0;0;0;0;0;0;0;0;0;0
FMNL2;0;0;0;0;0;0;0;0;0;0;0;0
MTR;0;0;0;0;0;0;0;0;0;0;0;0
C9orf142;0;0;0;0;0;0;0;0;0;0;0;0
DPY30;0;0;0;0;0;0;0;0;0;0;0;0
GEMIN7;0;0;0;0;0;0;0;0;0;0;0;0
CUL2;0;0;0;0;0;0;0;0;0;0;0;0
DNPEP;0;0;0;0;0;0;0;0;0;0;0;0
NRBP1;0;0;0;0;0;0;0;0;0;0;0;0
IPO11;0;0;0;0;0;0;0;0;0;0;0;0
CIRH1A;0;0;0;0;0;0;0;0;0;0;0;0
HTATSF1;0;0;0;0;0;0;0;0;0;0;0;0
LGALS7;0;0;0;0;0;0;0;0;0;0;0;0
SUB1;0;0;0;0;0;0;0;0;0;0;0;0
FABP5;0;0;0;0;0;0;0;0;0;0;0;0
SEMG2;0;0;0;0;0;0;0;0;0;0;0;0
ITPR2;0;0;0;0;0;0;0;0;0;0;0;0
ITPR1;0;0;0;0;0;0;0;0;0;0;0;0
NUP188;0;0;0;0;0;0;0;0;0;0;0;0
XP32;0;0;0;0;0;0;0;0;0;0;0;0
SLC25A24;0;0;0;0;0;0;0;0;0;0;0;0
YRDC;0;0;0;0;0;0;0;0;0;0;0;0
ARHGEF39;0;0;0;0;0;0;0;0;0;0;0;0
SMC1B;0;0;0;0;0;0;0;0;0;0;0;0
DLG5;0;0;0;0;0;0;0;0;0;0;0;0
PNN;0;0;0;0;0;0;0;0;0;0;0;0
NCKIPSD;0;0;0;0;0;0;0;0;0;0;0;0
LSM4;0;0;0;0;0;0;0;0;0;0;0;0
CLIC4;0;0;0;0;0;0;0;0;0;0;0;0
QIL1;0;0;0;0;0;0;0;0;0;0;0;0
PHKG2;0;0;0;0;0;0;0;0;0;0;0;0
NUP85;0;0;0;0;0;0;0;0;0;0;0;0
FANCA;0;0;0;0;0;0;0;0;0;0;0;0
MRPL21;0;0;0;0;0;0;0;0;0;0;0;0
MRPL37;0;0;0;0;0;0;0;0;0;0;0;0
TSPYL1;0;0;0;0;0;0;0;0;0;0;0;0
TCEB2;0;0;0;0;0;0;0;0;0;0;0;0
ABR;0;0;0;0;0;0;0;0;0;0;0;0
SMYD5;0;0;0;0;0;0;0;0;0;0;0;0
ATG9A;0;0;0;0;0;0;0;0;0;0;0;0
PAPSS1;0;0;0;0;0;0;0;0;0;0;0;0
XRCC3;0;0;0;0;0;0;0;0;0;0;0;0
